,Unnamed: 0,Z1_ActualPosition,X1_OutputCurrent,M1_sequence_number,S1_ActualPosition,Y1_OutputCurrent,S1_OutputCurrent,M1_CURRENT_FEEDRATE,X1_DCBusVoltage,X1_OutputVoltage,clamp_pressure,Y1_DCBusVoltage,Y1_OutputVoltage
3151,19326,27.7,326.0,2.0,-1520.0,325.0,319.0,6.0,0.108,12.5,3.0,0.103,7.75
3152,4420,29.5,326.0,16.0,-392.0,324.0,319.0,6.0,0.0754,9.18,2.5,0.0624,11.1
3153,6615,119.0,328.0,0.0,306.0,327.0,328.0,50.0,0.0211,3.71,4.0,0.0145,2.4
3154,14509,27.7,326.0,109.0,2140.0,325.0,321.0,3.0,0.0549,2.4,4.0,0.0874,9.77
3155,7452,27.7,325.0,2.0,2080.0,322.0,318.0,20.0,0.0345,4.34,4.0,0.311,31.2
3156,12156,119.0,329.0,0.0,136.0,328.0,329.0,50.0,0.0218,1.11,3.0,0.0254,0.476
3157,3471,28.5,326.0,83.0,-744.0,325.0,320.0,6.0,0.0616,3.39,3.0,0.092,9.69
3158,906,27.5,326.0,117.0,13.7,324.0,317.0,6.0,0.112,11.1,4.0,0.0777,13.3
3159,5843,27.7,324.0,100.0,-1380.0,323.0,318.0,6.0,0.0912,12.9,4.0,0.113,11.6
3160,3190,27.5,326.0,111.0,451.0,325.0,323.0,6.0,0.0967,12.0,3.0,0.074,12.6
3161,15453,27.7,327.0,123.0,-729.0,325.0,319.0,3.0,0.0697,4.62,4.0,0.149,10.4
3162,4596,29.5,326.0,26.0,114.0,324.0,317.0,6.0,0.0636,1.98,2.5,0.0609,12.2
3163,17283,29.7,327.0,23.0,1090.0,326.0,323.0,3.0,0.1,10.1,3.0,0.0832,7.14
3164,3529,114.0,329.0,7.0,339.0,327.0,329.0,50.0,0.116,30.3,3.0,0.167,48.9
3165,14768,29.7,326.0,29.0,-622.0,325.0,321.0,3.0,0.0928,10.2,4.0,0.0248,1.59
3166,20033,29.7,327.0,45.0,-540.0,326.0,323.0,6.0,0.0848,14.2,3.0,0.0387,2.48
3167,2961,27.5,326.0,120.0,910.0,325.0,320.0,6.0,0.0637,4.91,3.0,0.117,14.2
3168,19876,28.7,327.0,66.0,303.0,325.0,322.0,6.0,0.0497,3.07,3.0,0.161,14.4
3169,23613,29.7,327.0,46.0,-660.0,326.0,323.0,3.0,0.0593,9.26,2.5,0.0395,2.86
3170,8632,27.7,324.0,102.0,-1810.0,323.0,321.0,12.0,0.0726,22.1,4.0,0.0572,5.95
3171,7326,28.7,324.0,86.0,1480.0,324.0,314.0,20.0,0.113,33.4,4.0,0.0149,1.2
3172,18281,29.7,327.0,2.0,1720.0,326.0,321.0,3.0,0.0599,10.3,3.0,0.0858,7.47
3173,21979,27.5,327.0,102.0,1700.0,326.0,323.0,3.0,0.0685,11.4,2.5,0.0599,7.04
3174,87,29.5,325.0,2.0,-68.3,324.0,322.0,6.0,0.0791,9.42,4.0,0.0974,13.3
3175,5427,27.7,324.0,2.0,-1530.0,323.0,318.0,6.0,0.0885,12.7,4.0,0.0183,1.02
3176,18606,28.7,327.0,60.0,-299.0,326.0,321.0,3.0,0.0981,11.6,3.0,0.129,4.65
3177,11420,27.5,327.0,98.0,1150.0,326.0,324.0,3.0,0.0669,7.52,4.0,0.0722,7.9
3178,580,28.5,326.0,2.0,-1730.0,324.0,318.0,6.0,0.082,12.6,4.0,0.136,11.3
3179,10733,29.5,327.0,23.0,-1030.0,326.0,320.0,3.0,0.119,11.5,4.0,0.0955,6.54
3180,2695,29.5,326.0,0.0,767.0,324.0,318.0,50.0,0.0669,4.9,4.0,0.053,22.2
3181,12211,28.5,327.0,61.0,-119.0,326.0,323.0,3.0,0.0881,9.67,3.0,0.0636,5.69
3182,15226,119.0,330.0,0.0,-2060.0,328.0,330.0,50.0,0.02,1.75,4.0,0.0175,2.3
3183,17000,28.7,327.0,84.0,-2110.0,326.0,323.0,3.0,0.0509,1.96,3.0,0.118,10.3
3184,6645,27.8,327.0,0.0,300.0,326.0,327.0,50.0,0.0327,3.38,4.0,0.0512,4.52
3185,15508,28.7,327.0,86.0,210.0,326.0,319.0,3.0,0.078,9.59,4.0,0.0983,16.3
3186,24273,41.7,326.0,2.0,-1790.0,324.0,317.0,50.0,0.0675,4.62,2.5,0.026,0.327
3187,3124,28.5,326.0,76.0,-1090.0,325.0,321.0,6.0,0.0747,14.7,3.0,0.0526,5.25
3188,7919,29.7,324.0,28.0,-1760.0,323.0,315.0,15.0,0.095,24.0,4.0,0.0281,2.96
3189,9116,119.0,328.0,0.0,383.0,326.0,327.0,50.0,0.0211,2.61,4.0,0.0204,1.91
3190,2117,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
3191,19226,27.7,327.0,108.0,-2110.0,325.0,320.0,6.0,0.0586,1.77,3.0,0.0587,12.2
3192,1311,29.5,325.0,23.0,344.0,324.0,316.0,20.0,0.125,18.3,4.0,0.12,29.3
3193,19450,28.7,327.0,55.0,-236.0,326.0,321.0,6.0,0.0802,11.9,3.0,0.0405,6.82
3194,22088,27.5,327.0,117.0,-1100.0,326.0,319.0,3.0,0.0967,9.89,2.5,0.0706,4.4
3195,10016,29.5,327.0,35.0,52.3,326.0,324.0,3.0,0.0909,9.62,4.0,0.0596,3.44
3196,994,27.5,326.0,125.0,483.0,324.0,317.0,6.0,0.0561,1.51,4.0,0.0802,14.8
3197,18227,27.7,327.0,123.0,1310.0,326.0,324.0,3.0,0.0961,5.28,3.0,0.129,11.3
3198,21762,29.5,327.0,30.0,-284.0,326.0,324.0,3.0,0.0697,9.47,2.5,0.0232,1.44
3199,22210,27.5,327.0,130.0,266.0,326.0,322.0,3.0,0.066,5.19,2.5,0.056,8.31
3200,6857,107.0,327.0,0.0,306.0,326.0,327.0,50.0,0.0314,2.64,4.0,0.0508,2.95
3201,24032,119.0,330.0,0.0,455.0,328.0,330.0,20.0,0.0223,2.03,2.5,0.0166,1.06
3202,12368,28.5,327.0,76.0,1470.0,326.0,324.0,3.0,0.092,12.6,3.0,0.0534,5.43
3203,21315,27.5,327.0,2.0,25.8,326.0,321.0,3.0,0.114,9.2,2.5,0.0455,2.75
3204,20000,45.9,326.0,91.0,1440.0,324.0,323.0,50.0,0.0439,3.85,3.0,0.0278,2.61
3205,23273,29.7,325.0,42.0,-1140.0,323.0,321.0,3.0,0.0495,4.48,2.5,0.0932,10.2
3206,12623,28.5,327.0,55.0,-482.0,326.0,323.0,3.0,0.0952,11.1,3.0,0.0174,3.07
3207,22026,27.5,328.0,2.0,1410.0,326.0,324.0,3.0,0.0567,8.37,2.5,0.146,10.8
3208,129,29.5,325.0,23.0,158.0,324.0,321.0,6.0,0.106,15.0,4.0,0.0791,6.54
3209,21707,31.9,327.0,54.0,1850.0,326.0,324.0,3.0,0.0239,2.31,2.5,0.0188,2.31
3210,15588,27.7,327.0,122.0,-873.0,326.0,319.0,3.0,0.0694,7.7,4.0,0.0892,5.47
3211,8927,45.9,323.0,2.0,-1040.0,322.0,315.0,50.0,0.0697,3.73,4.0,0.0173,0.794
3212,18509,28.7,327.0,87.0,-1660.0,326.0,322.0,3.0,0.0676,9.78,3.0,0.102,8.03
3213,10649,29.5,327.0,16.0,-1860.0,325.0,321.0,3.0,0.0737,10.9,4.0,0.0376,3.84
3214,10342,27.5,327.0,123.0,-700.0,325.0,318.0,3.0,0.0885,8.72,4.0,0.104,9.08
3215,8527,29.7,324.0,25.0,674.0,323.0,322.0,12.0,0.0435,1.42,4.0,0.077,20.8
3216,21790,29.5,327.0,25.0,-615.0,326.0,324.0,3.0,0.0587,6.78,2.5,0.0472,8.88
3217,15021,27.7,327.0,111.0,-1750.0,326.0,319.0,3.0,0.0674,10.2,4.0,0.022,1.97
3218,11489,28.5,326.0,79.0,-389.0,325.0,318.0,3.0,0.0566,5.56,4.0,0.107,10.1
3219,23897,28.7,327.0,2.0,-2070.0,326.0,324.0,3.0,0.0522,9.09,2.5,0.0755,5.84
3220,23616,27.7,327.0,2.0,621.0,326.0,323.0,3.0,0.0574,6.94,2.5,0.0294,1.0
3221,11757,28.5,327.0,2.0,-1880.0,325.0,319.0,3.0,0.0747,4.66,4.0,0.0585,8.8
3222,8794,55.7,327.0,0.0,-978.0,326.0,327.0,50.0,0.0555,1.92,4.0,0.0303,3.02
3223,16123,28.7,327.0,61.0,1980.0,326.0,317.0,3.0,0.0978,8.45,4.0,0.0752,4.04
3224,13678,29.5,327.0,40.0,-1660.0,326.0,320.0,3.0,0.0821,9.38,3.0,0.0832,4.52
3225,23552,28.7,327.0,71.0,1500.0,326.0,321.0,3.0,0.0654,7.04,2.5,0.0744,8.16
3226,22460,55.7,330.0,2.0,-1720.0,329.0,330.0,50.0,0.0294,0.0214,2.5,0.0214,1.03
3227,8567,55.7,327.0,0.0,-978.0,326.0,327.0,50.0,0.0526,3.08,4.0,0.0234,0.823
3228,7797,27.7,324.0,103.0,-284.0,322.0,320.0,15.0,0.0708,10.8,4.0,0.0844,24.0
3229,17683,34.2,327.0,55.0,-720.0,326.0,320.0,3.0,0.0196,1.88,3.0,0.0213,0.889
3230,12683,29.5,327.0,46.0,-1000.0,326.0,318.0,3.0,0.0764,10.6,3.0,0.0488,0.243
3231,6288,55.7,328.0,0.0,231.0,327.0,328.0,50.0,0.0432,4.38,4.0,0.0262,2.01
3232,7399,28.7,324.0,75.0,1270.0,323.0,320.0,20.0,0.134,22.6,4.0,0.152,30.2
3233,1267,119.0,328.0,0.0,-1160.0,332.0,332.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
3234,21890,27.5,327.0,97.0,1330.0,326.0,317.0,3.0,0.0841,9.36,2.5,0.0244,2.3
3235,5606,28.7,324.0,85.0,-1910.0,323.0,314.0,6.0,0.0622,7.52,4.0,0.0665,2.32
3236,11044,28.5,327.0,75.0,-805.0,325.0,321.0,3.0,0.0948,10.6,4.0,0.0164,0.725
3237,19720,119.0,330.0,0.0,2150.0,328.0,330.0,50.0,0.0312,2.44,3.0,0.0218,0.237
3238,8058,55.7,328.0,2.0,380.0,327.0,328.0,50.0,0.054,1.44,4.0,0.0476,6.18
3239,10647,29.5,327.0,14.0,-1870.0,326.0,322.0,3.0,0.0958,11.6,4.0,0.0197,2.82
3240,7348,119.0,328.0,2.0,306.0,326.0,328.0,20.0,0.0258,0.739,4.0,0.0162,2.32
3241,18534,28.7,327.0,2.0,1150.0,326.0,318.0,3.0,0.0675,3.64,3.0,0.0239,6.33
3242,3167,119.0,329.0,0.0,339.0,328.0,329.0,6.0,0.0138,0.84,3.0,0.0174,0.32
3243,2568,119.0,329.0,0.0,220.0,328.0,329.0,6.0,0.0233,2.47,4.0,0.0189,1.41
3244,16098,29.7,327.0,2.0,-1970.0,325.0,323.0,3.0,0.103,9.73,4.0,0.024,1.83
3245,16859,111.0,329.0,7.0,42.0,327.0,329.0,50.0,0.127,30.4,3.0,0.196,49.4
3246,23556,37.5,328.0,2.0,-1050.0,326.0,319.0,3.0,0.0264,2.31,2.5,0.0155,0.948
3247,14677,119.0,330.0,0.0,-2060.0,328.0,330.0,50.0,0.0209,0.983,4.0,0.0187,2.22
3248,627,28.5,326.0,81.0,-1480.0,324.0,317.0,6.0,0.0948,9.26,4.0,0.0659,11.1
3249,11075,38.4,327.0,54.0,1490.0,326.0,317.0,3.0,0.0281,1.68,4.0,0.0204,0.807
3250,13266,32.8,327.0,54.0,-606.0,326.0,319.0,3.0,0.0268,2.49,3.0,0.0156,0.76
3251,17324,27.7,327.0,128.0,1890.0,326.0,324.0,3.0,0.0968,11.1,3.0,0.0418,2.57
3252,9259,55.7,327.0,0.0,-978.0,326.0,327.0,50.0,0.0476,4.56,4.0,0.0247,1.48
3253,1947,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
3254,21945,55.5,330.0,0.0,394.0,329.0,330.0,50.0,0.0644,5.08,2.5,0.0331,2.05
3255,6426,29.7,324.0,44.0,518.0,323.0,321.0,6.0,0.102,13.7,4.0,0.112,7.25
3256,14647,119.0,330.0,0.0,-2060.0,328.0,330.0,50.0,0.023,1.77,4.0,0.0156,3.45
3257,21318,27.5,327.0,128.0,41.8,326.0,321.0,3.0,0.0843,11.1,2.5,0.0468,2.39
3258,7039,39.7,326.0,53.0,-604.0,324.0,320.0,20.0,0.0206,2.95,4.0,0.0186,0.405
3259,12586,28.5,327.0,2.0,-263.0,326.0,323.0,3.0,0.0976,10.2,3.0,0.0199,3.34
3260,14091,27.5,327.0,119.0,1040.0,325.0,319.0,3.0,0.0674,3.43,3.0,0.081,11.0
3261,9234,55.7,328.0,0.0,-978.0,326.0,327.0,50.0,0.05,2.63,4.0,0.0221,1.03
3262,15029,27.7,327.0,112.0,-1710.0,325.0,318.0,3.0,0.0776,8.18,4.0,0.116,8.34
3263,13371,29.5,327.0,22.0,773.0,325.0,321.0,3.0,0.0462,6.52,3.0,0.128,12.7
3264,1232,28.5,326.0,56.0,884.0,325.0,317.0,20.0,0.265,14.4,4.0,0.018,1.42
3265,2512,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
3266,18104,28.7,327.0,77.0,1520.0,326.0,323.0,3.0,0.0794,8.52,3.0,0.128,11.2
3267,14526,28.7,327.0,61.0,2080.0,325.0,319.0,3.0,0.0845,8.37,4.0,0.109,5.98
3268,17154,29.7,327.0,34.0,1860.0,326.0,321.0,3.0,0.107,10.8,3.0,0.0233,5.91
3269,3566,29.5,326.0,24.0,812.0,325.0,319.0,6.0,0.0901,18.3,3.0,0.0938,7.48
3270,24637,27.7,327.0,122.0,1760.0,326.0,324.0,3.0,0.055,6.44,2.5,0.114,10.1
3271,9156,27.7,324.0,98.0,-1890.0,323.0,321.0,12.0,0.104,17.6,4.0,0.109,17.3
3272,12109,37.3,327.0,54.0,-687.0,325.0,323.0,3.0,0.0186,2.88,3.0,0.0225,4.14
3273,10662,27.5,327.0,125.0,-625.0,325.0,319.0,3.0,0.0667,1.76,4.0,0.0827,10.0
3274,23475,27.7,327.0,106.0,184.0,326.0,317.0,3.0,0.0994,9.43,2.5,0.142,8.13
3275,13720,28.5,326.0,79.0,1820.0,325.0,322.0,3.0,0.076,10.7,3.0,0.0968,7.86
3276,9538,97.1,327.0,7.0,383.0,325.0,327.0,50.0,0.114,30.2,4.0,0.139,47.1
3277,19780,29.7,327.0,44.0,-647.0,326.0,324.0,6.0,0.0947,13.1,3.0,0.0415,3.19
3278,3142,119.0,329.0,2.0,339.0,328.0,329.0,6.0,0.0178,0.992,3.0,0.0204,2.48
3279,24886,28.7,327.0,63.0,477.0,325.0,320.0,3.0,0.0537,5.53,2.5,0.0634,8.15
3280,21320,27.5,327.0,128.0,52.5,326.0,320.0,3.0,0.0584,8.54,2.5,0.0469,1.45
3281,97,29.5,325.0,2.0,-12.6,324.0,322.0,6.0,0.0353,5.96,4.0,0.145,14.2
3282,3367,27.5,326.0,98.0,-163.0,325.0,320.0,6.0,0.0868,10.4,3.0,0.101,11.4
3283,11587,29.5,327.0,28.0,-657.0,325.0,317.0,3.0,0.072,4.65,4.0,0.126,11.4
3284,3112,28.5,326.0,2.0,-510.0,325.0,317.0,6.0,0.111,14.0,3.0,0.0346,1.83
3285,23358,102.0,329.0,7.0,455.0,327.0,329.0,50.0,0.104,28.9,2.5,0.178,49.3
3286,16004,29.7,327.0,21.0,-1530.0,326.0,324.0,3.0,0.0899,9.62,4.0,0.0833,7.05
3287,13493,28.5,327.0,79.0,1690.0,325.0,324.0,3.0,0.0585,4.07,3.0,0.125,10.3
3288,13359,27.5,327.0,111.0,152.0,325.0,323.0,3.0,0.0478,5.58,3.0,0.0582,5.06
3289,17229,27.7,327.0,114.0,465.0,326.0,320.0,3.0,0.0678,3.21,3.0,0.109,9.61
3290,18750,28.7,327.0,87.0,-1720.0,326.0,319.0,3.0,0.0999,10.1,3.0,0.0413,0.798
3291,6001,119.0,328.0,0.0,-978.0,326.0,328.0,50.0,0.0202,4.86,4.0,0.0194,2.08
3292,18643,28.7,327.0,57.0,-432.0,325.0,323.0,3.0,0.0819,5.01,3.0,0.0736,6.94
3293,15570,119.0,330.0,0.0,-2060.0,328.0,330.0,50.0,0.0238,1.56,4.0,0.0172,4.92
3294,14522,28.7,327.0,56.0,1770.0,325.0,318.0,3.0,0.0934,5.48,4.0,0.106,10.3
3295,24945,28.7,327.0,83.0,-1720.0,326.0,320.0,3.0,0.0606,3.94,2.5,0.0954,13.6
3296,23497,31.8,327.0,54.0,-259.0,326.0,320.0,3.0,0.0223,1.81,2.5,0.0342,1.04
3297,12522,29.5,327.0,40.0,-1590.0,325.0,322.0,3.0,0.0974,9.97,3.0,0.0815,4.99
3298,12457,27.5,327.0,2.0,1850.0,325.0,322.0,3.0,0.0735,8.35,3.0,0.046,5.75
3299,18580,29.7,327.0,29.0,1490.0,326.0,323.0,3.0,0.0673,9.02,3.0,0.0242,1.96
3300,22502,29.5,327.0,27.0,-529.0,326.0,324.0,3.0,0.044,2.83,2.5,0.122,9.85
3301,7420,119.0,328.0,2.0,306.0,326.0,328.0,20.0,0.0264,1.24,4.0,0.0168,0.365
3302,17867,119.0,330.0,0.0,42.0,328.0,330.0,50.0,0.0206,1.96,3.0,0.0269,0.629
3303,9096,29.7,324.0,40.0,1050.0,323.0,321.0,12.0,0.0968,18.0,4.0,0.135,15.9
3304,4045,55.5,329.0,0.0,1550.0,328.0,329.0,50.0,0.0545,3.61,3.0,0.0226,0.654
3305,17053,27.7,327.0,128.0,1790.0,326.0,324.0,3.0,0.0672,7.7,3.0,0.0435,2.38
3306,8956,27.7,324.0,127.0,-1100.0,323.0,316.0,12.0,0.1,21.4,4.0,0.0257,2.46
3307,6092,28.7,325.0,75.0,1810.0,324.0,321.0,6.0,0.093,13.2,4.0,0.0281,1.88
3308,23243,29.7,327.0,46.0,-761.0,326.0,324.0,3.0,0.0898,10.5,2.5,0.0398,3.83
3309,23176,27.7,327.0,112.0,793.0,326.0,324.0,3.0,0.0898,2.27,2.5,0.0176,1.05
3310,4665,29.5,326.0,28.0,168.0,324.0,317.0,6.0,0.0635,2.6,2.5,0.113,13.9
3311,8922,55.7,327.0,0.0,-978.0,326.0,327.0,50.0,0.0519,3.51,4.0,0.0214,1.9
3312,21493,28.5,327.0,73.0,-620.0,326.0,323.0,3.0,0.0471,4.7,2.5,0.0913,10.4
3313,1327,29.5,326.0,45.0,708.0,324.0,319.0,20.0,0.117,33.6,4.0,0.0178,1.38
3314,23301,28.7,327.0,66.0,952.0,326.0,323.0,3.0,0.0534,3.81,2.5,0.0479,7.68
3315,18498,29.7,327.0,18.0,294.0,326.0,320.0,3.0,0.0926,10.0,3.0,0.0158,1.93
3316,6374,28.7,325.0,63.0,1220.0,324.0,321.0,6.0,0.0511,6.27,4.0,0.157,16.3
3317,11033,27.5,327.0,110.0,-1990.0,326.0,316.0,3.0,0.0339,2.82,4.0,0.0706,6.4
3318,10162,29.5,327.0,22.0,-1320.0,326.0,323.0,3.0,0.046,5.97,4.0,0.0504,6.92
3319,19153,28.7,327.0,55.0,-257.0,326.0,322.0,6.0,0.0775,13.7,3.0,0.0178,3.46
3320,23278,27.7,327.0,104.0,-66.6,326.0,319.0,3.0,0.0693,7.5,2.5,0.0974,9.57
3321,3578,119.0,329.0,0.0,339.0,328.0,329.0,6.0,0.0191,0.989,3.0,0.0163,0.752
3322,9224,119.0,327.0,0.0,383.0,326.0,327.0,50.0,0.0201,0.157,4.0,0.0202,1.74
3323,9085,27.7,324.0,129.0,-1070.0,323.0,317.0,12.0,0.0642,3.42,4.0,0.0709,21.0
3324,11000,29.5,327.0,30.0,-423.0,326.0,321.0,3.0,0.061,9.18,4.0,0.0214,2.29
3325,21296,55.5,330.0,0.0,394.0,329.0,330.0,50.0,0.0623,8.97,2.5,0.0324,2.09
3326,22004,28.5,327.0,64.0,-1460.0,326.0,322.0,3.0,0.105,9.24,2.5,0.0998,7.52
3327,19243,55.7,329.0,0.0,-927.0,328.0,329.0,50.0,0.039,6.12,3.0,0.0378,0.652
3328,22005,28.5,328.0,64.0,-1450.0,326.0,319.0,3.0,0.106,11.1,2.5,0.097,8.59
3329,21396,55.7,330.0,0.0,-1720.0,329.0,330.0,50.0,0.0191,1.89,2.5,0.0266,0.605
3330,19493,29.7,327.0,16.0,-2050.0,325.0,324.0,6.0,0.0963,8.4,3.0,0.146,16.3
3331,11504,28.5,327.0,86.0,496.0,326.0,319.0,3.0,0.0852,11.0,4.0,0.0438,3.34
3332,4449,119.0,329.0,0.0,339.0,328.0,329.0,50.0,0.0161,1.13,2.5,0.0153,0.749
3333,16398,28.7,327.0,81.0,-212.0,325.0,318.0,3.0,0.0876,9.89,4.0,0.0896,5.05
3334,11005,28.5,327.0,2.0,-907.0,325.0,324.0,3.0,0.0625,7.01,4.0,0.096,10.9
3335,8595,29.7,324.0,31.0,824.0,323.0,320.0,12.0,0.0596,12.5,4.0,0.127,19.3
3336,19761,29.7,327.0,18.0,-1990.0,326.0,323.0,6.0,0.0892,11.2,3.0,0.113,13.1
3337,17153,29.7,327.0,34.0,1860.0,326.0,321.0,3.0,0.103,10.1,3.0,0.0206,2.22
3338,11728,29.5,323.0,14.0,-1950.0,323.0,309.0,3.0,0.12,11.7,4.0,0.0272,3.61
3339,13914,29.5,327.0,34.0,1970.0,326.0,317.0,3.0,0.0724,8.61,3.0,0.0136,1.59
3340,3089,119.0,329.0,0.0,339.0,328.0,329.0,6.0,0.0241,1.07,3.0,0.0184,0.26
3341,6218,28.7,325.0,70.0,1630.0,324.0,316.0,6.0,0.102,12.6,4.0,0.0196,2.22
3342,21120,29.5,327.0,37.0,447.0,326.0,319.0,3.0,0.0745,6.78,2.5,0.107,9.95
3343,12607,27.5,327.0,2.0,-280.0,325.0,323.0,3.0,0.107,9.98,3.0,0.0942,4.62
3344,8797,55.7,327.0,2.0,-978.0,326.0,327.0,50.0,0.051,8.16,4.0,0.0239,0.832
3345,16157,29.7,326.0,38.0,206.0,325.0,319.0,3.0,0.0634,5.86,4.0,0.0913,15.3
3346,5652,29.7,325.0,2.0,389.0,323.0,317.0,6.0,0.055,2.42,4.0,0.141,15.3
3347,1556,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
3348,3376,28.5,326.0,68.0,-1420.0,325.0,318.0,6.0,0.0989,6.26,3.0,0.0622,11.7
3349,19923,27.7,327.0,125.0,-1270.0,325.0,323.0,6.0,0.0489,2.09,3.0,0.113,14.3
3350,12492,28.5,327.0,71.0,1090.0,325.0,323.0,3.0,0.0989,11.4,3.0,0.0199,2.13
3351,21270,28.5,327.0,59.0,-2030.0,326.0,323.0,3.0,0.0722,7.44,2.5,0.0708,7.45
3352,17296,55.7,330.0,0.0,2150.0,329.0,330.0,50.0,0.0483,2.92,3.0,0.0323,2.5
3353,13504,28.5,326.0,81.0,1980.0,325.0,322.0,3.0,0.0547,9.46,3.0,0.0742,7.98
3354,601,28.5,326.0,2.0,-1610.0,324.0,317.0,6.0,0.0923,12.7,4.0,0.0935,8.01
3355,21943,55.5,330.0,0.0,394.0,329.0,330.0,50.0,0.0669,5.72,2.5,0.0347,1.95
3356,17959,29.7,327.0,19.0,358.0,326.0,321.0,3.0,0.0726,8.36,3.0,0.137,12.3
3357,12565,27.5,326.0,102.0,-755.0,325.0,317.0,3.0,0.065,7.39,3.0,0.0751,4.71
3358,2229,119.0,325.0,2.0,905.0,327.0,324.0,50.0,2.78e-19,0.0,4.0,2.69e-19,0.0
3359,23313,29.7,327.0,30.0,-2120.0,326.0,322.0,3.0,0.0702,8.94,2.5,0.101,9.79
3360,7753,119.0,327.0,0.0,-2050.0,326.0,327.0,50.0,0.0157,1.11,4.0,0.0205,1.96
3361,12427,28.5,327.0,77.0,1570.0,325.0,324.0,3.0,0.0891,7.97,3.0,0.0726,7.4
3362,21350,55.5,330.0,0.0,372.0,329.0,330.0,50.0,0.0648,5.85,2.5,0.0342,1.42
3363,13522,29.5,327.0,2.0,-997.0,326.0,319.0,3.0,0.0841,9.32,3.0,0.0437,3.45
3364,22620,27.5,327.0,2.0,-1050.0,326.0,324.0,3.0,0.0748,7.08,2.5,0.0544,3.81
3365,9057,55.7,327.0,0.0,-978.0,326.0,327.0,50.0,0.0579,3.05,4.0,0.0294,0.543
3366,12613,27.5,327.0,106.0,-248.0,325.0,322.0,3.0,0.0733,8.39,3.0,0.0888,4.51
3367,24176,29.7,327.0,20.0,983.0,326.0,324.0,3.0,0.0971,10.2,2.5,0.122,6.88
3368,505,28.5,326.0,68.0,-2130.0,324.0,322.0,6.0,0.0445,7.77,4.0,0.122,17.0
3369,22432,27.5,327.0,119.0,-929.0,326.0,324.0,3.0,0.0922,9.27,2.5,0.103,9.58
3370,329,29.5,326.0,45.0,1230.0,324.0,323.0,6.0,0.11,15.5,4.0,0.0334,1.34
3371,149,29.5,325.0,26.0,265.0,324.0,320.0,6.0,0.0537,4.34,4.0,0.106,14.4
3372,19201,119.0,330.0,0.0,2150.0,329.0,330.0,50.0,0.0195,1.21,3.0,0.0168,0.349
3373,11673,27.5,327.0,96.0,1070.0,326.0,323.0,3.0,0.108,11.1,4.0,0.0176,0.613
3374,8371,119.0,327.0,0.0,-2050.0,326.0,327.0,50.0,0.0343,0.449,4.0,0.019,0.827
3375,1608,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
3376,22100,29.5,327.0,40.0,826.0,326.0,322.0,3.0,0.0659,8.99,2.5,0.0772,7.56
3377,13180,29.5,327.0,31.0,1850.0,325.0,318.0,3.0,0.106,9.22,3.0,0.0818,10.7
3378,20529,119.0,330.0,0.0,-273.0,329.0,330.0,50.0,2.78e-19,0.0,3.0,2.78e-19,0.0
3379,6325,27.7,325.0,117.0,-522.0,324.0,321.0,6.0,0.098,13.4,4.0,0.0547,2.47
3380,18095,28.7,327.0,82.0,1950.0,326.0,317.0,3.0,0.0769,7.9,3.0,0.0986,8.12
3381,17698,28.7,326.0,62.0,5.49,324.0,318.0,3.0,0.0685,2.78,3.0,0.12,11.2
3382,15046,29.7,326.0,31.0,-302.0,325.0,322.0,3.0,0.0563,2.17,4.0,0.129,12.1
3383,9356,55.7,327.0,0.0,-978.0,326.0,327.0,50.0,0.056,3.48,4.0,0.0241,1.13
3384,23321,28.7,327.0,73.0,1550.0,326.0,322.0,3.0,0.0599,3.37,2.5,0.123,11.5
3385,9385,55.7,327.0,0.0,-978.0,326.0,327.0,50.0,0.0545,2.97,4.0,0.0236,1.25
3386,23547,28.7,327.0,71.0,1470.0,326.0,321.0,3.0,0.0954,9.27,2.5,0.0816,6.08
3387,24320,28.7,327.0,76.0,1760.0,326.0,323.0,3.0,0.0626,7.97,2.5,0.0611,3.23
3388,13847,27.5,327.0,108.0,13.8,326.0,322.0,3.0,0.0514,1.83,3.0,0.0932,10.5
3389,9021,28.7,324.0,86.0,-2110.0,323.0,321.0,12.0,0.122,23.3,4.0,0.0244,1.54
3390,14875,29.7,327.0,43.0,699.0,325.0,322.0,3.0,0.0517,1.89,4.0,0.111,11.1
3391,22192,27.5,327.0,124.0,-209.0,326.0,324.0,3.0,0.0449,5.61,2.5,0.09,10.5
3392,8020,29.7,323.0,21.0,-1940.0,323.0,318.0,15.0,0.0833,23.8,4.0,0.0508,10.4
3393,10377,27.5,327.0,101.0,1470.0,326.0,323.0,3.0,0.0537,7.17,4.0,0.0603,5.13
3394,21254,29.5,327.0,33.0,84.4,326.0,324.0,3.0,0.105,10.5,2.5,0.016,0.541
