,worn
3552,0
24974,1
22118,0
14611,1
5861,1
14065,0
10029,0
2691,0
15241,1
11463,0
171,0
21193,0
3352,0
19775,1
8882,1
17800,1
18489,1
12343,0
25040,1
22673,0
9894,0
21472,0
17887,1
14804,1
1621,0
4012,0
1571,0
14576,1
5418,1
18098,1
8284,1
17357,1
10387,0
9869,0
24180,1
16220,1
9258,1
21140,0
10597,0
5482,1
13414,0
24869,1
11502,0
22737,0
6131,1
11484,0
12507,0
15523,1
5576,1
13403,0
24132,1
1624,0
13719,0
14079,0
9567,1
407,0
9438,1
13759,0
16106,1
19163,1
1385,0
9146,1
10787,0
8097,1
2098,0
18238,1
17469,1
9041,1
4381,0
15247,1
5416,1
6225,1
19717,1
24088,1
14819,1
17883,1
22704,0
10834,0
10883,0
16109,1
8277,1
19487,1
18547,1
11163,0
949,0
9995,0
4422,0
17912,1
22584,0
22491,0
22702,0
3401,0
803,0
20607,1
12410,0
23521,1
5571,1
17267,1
3926,0
24269,1
8061,1
21257,0
23462,1
23986,1
3929,0
507,0
19171,1
2884,0
13314,0
13227,0
3424,0
15567,1
4427,0
18345,1
1975,0
22739,0
5897,1
784,0
16273,1
13981,0
3585,0
23987,1
18724,1
15449,1
19168,1
13813,0
4395,0
7403,1
14800,1
15905,1
7061,1
20449,1
16855,1
835,0
24707,1
24715,1
3422,0
7417,1
7914,1
2176,0
11583,0
13463,0
7756,1
9976,0
1581,0
8757,1
17265,1
10608,0
3045,0
2185,0
4625,0
16339,1
7843,1
6423,1
805,0
10069,0
11144,0
18033,1
12371,0
14095,0
4065,0
7543,1
22139,0
9346,1
3541,0
15312,1
17022,1
24819,1
18477,1
2854,0
21914,0
1597,0
16167,1
16879,1
24959,1
8564,1
24473,1
15250,1
6601,1
15049,1
5880,1
5318,1
9918,0
21429,0
19966,1
1669,0
19178,1
12342,0
7265,1
5873,1
14028,0
4429,0
12334,0
11216,0
1641,0
18474,1
24774,1
2552,0
13138,0
10827,0
3456,0
15967,1
14863,1
503,0
16155,1
2612,0
14485,1
10603,0
3631,0
24495,1
3335,0
9399,1
16147,1
23983,1
18226,1
304,0
8647,1
661,0
9985,0
9855,0
867,0
3117,0
11762,0
587,0
1670,0
2635,0
13465,0
24342,1
16152,1
6117,1
4664,0
19886,1
8780,1
966,0
3476,0
14570,1
20474,1
4660,0
23246,1
895,0
7904,1
13901,0
13146,0
3571,0
15204,1
16970,1
8107,1
10253,0
15163,1
23614,1
2468,0
1989,0
3186,0
3666,0
8103,1
494,0
18574,1
15366,1
3366,0
23600,1
12582,0
18093,1
19747,1
13223,0
3397,0
77,0
8059,1
16998,1
18140,1
4542,0
13689,0
9921,0
5883,1
900,0
3645,0
15561,1
1399,0
6711,1
15239,1
11189,0
14813,1
8565,1
8574,1
1397,0
15555,1
14665,1
12171,0
4389,0
17352,1
9227,1
15155,1
8999,1
14495,1
1966,0
13335,0
6024,1
10370,0
21924,0
14698,1
14110,0
16236,1
18322,1
15295,1
10030,0
7171,1
625,0
15477,1
13177,0
11217,0
23455,1
13292,0
25001,1
2490,0
19208,1
19724,1
22105,0
3562,0
18439,1
21490,0
7583,1
6732,1
16221,1
17480,1
1356,0
19326,1
4420,0
6615,1
14509,1
7452,1
12156,0
3471,0
906,0
5843,1
3190,0
15453,1
4596,0
17283,1
3529,0
14768,1
20033,1
2961,0
19876,1
23613,1
8632,1
7326,1
18281,1
21979,0
87,0
5427,1
18606,1
11420,0
580,0
10733,0
2695,0
12211,0
15226,1
17000,1
6645,1
15508,1
24273,1
3124,0
7919,1
9116,1
2117,0
19226,1
1311,0
19450,1
22088,0
10016,0
994,0
18227,1
21762,0
22210,0
6857,1
24032,1
12368,0
21315,0
20000,1
23273,1
12623,0
22026,0
129,0
21707,0
15588,1
8927,1
18509,1
10649,0
10342,0
8527,1
21790,0
15021,1
11489,0
23897,1
23616,1
11757,0
8794,1
16123,1
13678,0
23552,1
22460,0
8567,1
7797,1
17683,1
12683,0
6288,1
7399,1
1267,0
21890,0
5606,1
11044,0
19720,1
8058,1
10647,0
7348,1
18534,1
3167,0
2568,0
16098,1
16859,1
23556,1
14677,1
627,0
11075,0
13266,0
17324,1
9259,1
1947,0
21945,0
6426,1
14647,1
21318,0
7039,1
12586,0
14091,0
9234,1
15029,1
13371,0
1232,0
2512,0
18104,1
14526,1
17154,1
3566,0
24637,1
9156,1
12109,0
10662,0
23475,1
13720,0
9538,1
19780,1
3142,0
24886,1
21320,0
97,0
3367,0
11587,0
3112,0
23358,1
16004,1
13493,0
13359,0
17229,1
18750,1
6001,1
18643,1
15570,1
14522,1
24945,1
23497,1
12522,0
12457,0
18580,1
22502,0
7420,1
17867,1
9096,1
4045,0
17053,1
8956,1
6092,1
23243,1
23176,1
4665,0
8922,1
21493,0
1327,0
23301,1
18498,1
6374,1
11033,0
10162,0
19153,1
23278,1
3578,0
9224,1
9085,1
11000,0
21296,0
22004,0
19243,1
22005,0
21396,0
19493,1
11504,0
4449,0
16398,1
11005,0
8595,1
19761,1
17153,1
11728,0
13914,0
3089,0
6218,1
21120,0
12607,0
8797,1
16157,1
5652,1
1556,0
3376,0
19923,1
12492,0
21270,0
17296,1
13504,0
601,0
21943,0
17959,1
12565,0
2229,0
23313,1
7753,1
12427,0
21350,0
13522,0
22620,0
9057,1
12613,0
24176,1
505,0
22432,0
329,0
149,0
19201,1
11673,0
8371,1
1608,0
22100,0
13180,0
20529,1
6325,1
18095,1
17698,1
15046,1
9356,1
23321,1
9385,1
23547,1
24320,1
13847,0
9021,1
14875,1
22192,0
8020,1
10377,0
21254,0
5827,1
1537,0
20426,1
17133,1
6110,1
17171,1
15416,1
829,0
24474,1
1482,0
10687,0
4560,0
3965,0
25045,1
17773,1
10009,0
2256,0
17278,1
16209,1
146,0
5919,1
3416,0
1396,0
21846,0
10912,0
600,0
9043,1
6503,1
12190,0
6453,1
23947,1
16052,1
24469,1
11208,0
24242,1
1271,0
9572,1
13933,0
15475,1
24534,1
4049,0
8220,1
21807,0
10792,0
11445,0
11634,0
3517,0
6396,1
941,0
24991,1
12295,0
18418,1
21948,0
23449,1
25080,1
5932,1
12296,0
4646,0
15450,1
3659,0
18792,1
6799,1
21160,0
8299,1
10546,0
19815,1
18705,1
17231,1
14118,0
8219,1
5510,1
1301,0
2431,0
2037,0
3457,0
1524,0
5500,1
17293,1
7463,1
19433,1
17783,1
24303,1
22028,0
9088,1
19391,1
4643,0
12571,0
15181,1
3036,0
16029,1
5681,1
19150,1
8576,1
13893,0
1293,0
5914,1
21117,0
14774,1
13701,0
17299,1
16138,1
11424,0
9240,1
1564,0
2931,0
2807,0
1007,0
11145,0
19734,1
13825,0
6442,1
9192,1
22628,0
17186,1
7272,1
616,0
4010,0
25015,1
17954,1
21465,0
24677,1
18021,1
21213,0
11696,0
8146,1
9463,1
22592,0
20025,1
2582,0
12448,0
2450,0
6364,1
2959,0
11535,0
2859,0
11605,0
9080,1
16214,1
8132,1
2911,0
12426,0
22567,0
11498,0
2085,0
6322,1
23436,1
17368,1
6740,1
14541,1
18290,1
18535,1
23446,1
4008,0
15003,1
2898,0
23156,1
7823,1
3600,0
11016,0
16380,1
16085,1
18270,1
308,0
10962,0
23238,1
19975,1
22562,0
389,0
15097,1
19278,1
13674,0
2022,0
18068,1
17423,1
24955,1
21813,0
18103,1
11101,0
22426,0
23992,1
11200,0
6693,1
10836,0
17894,1
4569,0
24571,1
3905,0
19739,1
24363,1
3620,0
9912,0
14822,1
1659,0
5328,1
15041,1
12176,0
8671,1
10135,0
10935,0
24717,1
7845,1
7593,1
260,0
18650,1
21783,0
19713,1
636,0
20454,1
16263,1
7629,1
2042,0
18149,1
20440,1
16892,1
6201,1
2923,0
2544,0
24073,1
11162,0
10693,0
10193,0
18513,1
23925,1
11683,0
23642,1
15455,1
21219,0
17036,1
15084,1
7336,1
8090,1
18222,1
18313,1
4727,0
5569,1
8909,1
1289,0
17751,1
15334,1
23558,1
5579,1
2133,0
18126,1
15303,1
16898,1
17331,1
15184,1
6376,1
19358,1
5549,1
15064,1
24883,1
3383,0
17032,1
6603,1
18364,1
13196,0
11602,0
874,0
21743,0
9902,0
24280,1
3939,0
24104,1
23402,1
11758,0
18729,1
7908,1
8583,1
20490,1
12407,0
19235,1
23218,1
19147,1
16040,1
13530,0
2181,0
10558,0
24746,1
24197,1
17136,1
10255,0
18268,1
12441,0
16980,1
5676,1
5382,1
815,0
4133,0
24496,1
16994,1
23519,1
4460,0
6114,1
5426,1
18347,1
24815,1
19473,1
14608,1
7464,1
15930,1
24087,1
5959,1
2195,0
17857,1
11657,0
9185,1
21388,0
2024,0
6852,1
23440,1
2144,0
6466,1
17696,1
17445,1
15551,1
24867,1
8528,1
856,0
24985,1
22389,0
13229,0
10347,0
6781,1
9505,1
12408,0
22011,0
7167,1
911,0
10886,0
15399,1
5875,1
5675,1
2197,0
16248,1
12356,0
22705,0
9836,0
11165,0
23347,1
13179,0
6216,1
2157,0
10329,0
8982,1
21266,0
16912,1
15228,1
17978,1
10356,0
4603,0
23167,1
11102,0
10360,0
7840,1
14708,1
6337,1
6235,1
24078,1
2090,0
15960,1
13485,0
11667,0
6664,1
5953,1
16965,1
21521,0
3122,0
7882,1
12252,0
9053,1
18091,1
22153,0
7834,1
20563,1
2672,0
19511,1
4487,0
18275,1
10844,0
2221,0
140,0
17787,1
11659,0
6438,1
11747,0
4818,0
8515,1
2220,0
14855,1
812,0
22489,0
6502,1
17301,1
16229,1
18524,1
8964,1
12489,0
6079,1
24858,1
10867,0
12189,0
10104,0
7300,1
12389,0
10749,0
21487,0
3526,0
22436,0
23190,1
12214,0
2580,0
24325,1
21246,0
24563,1
23469,1
8001,1
5373,1
6850,1
8767,1
19835,1
21821,0
6451,1
9247,1
9347,1
9984,0
10731,0
8601,1
17184,1
1516,0
22615,0
8013,1
11727,0
13368,0
455,0
5379,1
2493,0
5928,1
16034,1
5628,1
939,0
14834,1
7862,1
19233,1
2806,0
3420,0
13275,0
8742,1
24569,1
21885,0
22724,0
16014,1
23564,1
17239,1
320,0
23170,1
4480,0
12142,0
12672,0
6468,1
19494,1
24621,1
15976,1
6290,1
1404,0
20443,1
14787,1
22561,0
23448,1
18000,1
13984,0
8304,1
10325,0
13820,0
235,0
15053,1
22703,0
5841,1
24984,1
8135,1
206,0
5931,1
19183,1
16860,1
8328,1
18787,1
14909,1
4546,0
17701,1
947,0
8264,1
3168,0
18253,1
10994,0
19177,1
1998,0
7385,1
1492,0
4602,0
24780,1
5495,1
7376,1
16972,1
20493,1
17165,1
6457,1
17723,1
8931,1
1035,0
3009,0
14531,1
3107,0
16974,1
2654,0
3510,0
25002,1
15039,1
9460,1
312,0
10933,0
9391,1
15951,1
3187,0
7425,1
22196,0
24937,1
961,0
15187,1
12534,0
21128,0
3034,0
23168,1
24829,1
3685,0
241,0
22492,0
7581,1
4695,0
17233,1
12476,0
11471,0
10164,0
2442,0
7973,1
16131,1
12158,0
15269,1
2608,0
12164,0
3440,0
6804,1
23258,1
6425,1
10160,0
4725,0
25077,1
4062,0
22677,0
25046,1
17669,1
7072,1
18074,1
14687,1
18794,1
7813,1
14074,0
11142,0
21794,0
19516,1
11527,0
372,0
16911,1
5979,1
13382,0
1952,0
19465,1
15244,1
9944,0
21106,0
13158,0
15513,1
3398,0
10244,0
3134,0
24572,1
1401,0
10073,0
7642,1
12228,0
10366,0
12600,0
3548,0
7804,1
13326,0
16077,1
17349,1
17629,1
5358,1
12633,0
23544,1
3003,0
9040,1
19770,1
1043,0
463,0
9551,1
3849,0
15224,1
7353,1
2424,0
250,0
23888,1
16944,1
11730,0
18276,1
9142,1
220,0
15393,1
15948,1
21504,0
14999,1
21370,0
740,0
7735,1
3935,0
24136,1
16933,1
7606,1
19752,1
3362,0
17653,1
4383,0
13476,0
14854,1
6349,1
23619,1
14076,0
10284,0
21515,0
18688,1
23275,1
17779,1
11201,0
17832,1
5944,1
14101,0
2647,0
22202,0
16143,1
16862,1
6066,1
20555,1
11204,0
5913,1
24159,1
24506,1
8876,1
24074,1
15452,1
12141,0
9991,0
21418,0
13997,0
13545,0
6753,1
11628,0
15906,1
24003,1
4083,0
24352,1
2459,0
9167,1
483,0
23589,1
11067,0
3465,0
18408,1
21192,0
23264,1
15015,1
16816,1
21262,0
17885,1
12428,0
8047,1
2550,0
24809,1
18671,1
3177,0
16217,1
6675,1
14963,1
23194,1
23257,1
10183,0
24244,1
10081,0
18058,1
15406,1
16135,1
21483,0
5385,1
2209,0
23596,1
6750,1
1532,0
5842,1
10394,0
24310,1
18713,1
12673,0
18444,1
15210,1
21975,0
6728,1
5419,1
10723,0
15211,1
8536,1
2163,0
10676,0
24082,1
19580,1
22418,0
15443,1
21976,0
5498,1
13770,0
17001,1
12676,0
11141,0
11612,0
15519,1
16251,1
20576,1
18476,1
25053,1
7415,1
2108,0
22680,0
4476,0
11031,0
23565,1
24500,1
14042,0
3698,0
2847,0
17039,1
3841,0
21732,0
8351,1
3059,0
10627,0
17830,1
3850,0
18425,1
21361,0
9938,0
78,0
16791,1
10893,0
11133,0
22687,0
21431,0
10616,0
21766,0
6433,1
21130,0
6836,1
11190,0
16323,1
11599,0
16856,1
23380,1
13319,0
8973,1
4093,0
3952,0
4366,0
13728,0
6612,1
23145,1
19217,1
972,0
15601,1
19851,1
7747,1
21249,0
22665,0
19146,1
12376,0
24546,1
3860,0
2662,0
14058,0
15945,1
6719,1
10250,0
1019,0
5351,1
8395,1
7819,1
17491,1
3094,0
12333,0
24289,1
3890,0
4578,0
23115,1
4598,0
14640,1
3357,0
24131,1
17284,1
19578,1
16262,1
6671,1
17754,1
1373,0
13321,0
18214,1
19232,1
5877,1
15910,1
13897,0
6817,1
16988,1
13197,0
9939,0
16021,1
2875,0
8690,1
14868,1
8101,1
14618,1
3490,0
4076,0
13868,0
5980,1
7885,1
18445,1
12191,0
16870,1
4648,0
23466,1
5835,1
2584,0
8312,1
24275,1
13406,0
15383,1
24471,1
6458,1
12127,0
19281,1
1033,0
1260,0
17228,1
7277,1
11442,0
14094,0
2155,0
19484,1
21497,0
7993,1
1280,0
8608,1
19188,1
20447,1
16064,1
6238,1
10636,0
2918,0
4104,0
17008,1
17030,1
5464,1
6432,1
3891,0
14645,1
24019,1
18582,1
3403,0
15341,1
2886,0
22051,0
19274,1
3580,0
12398,0
1371,0
10849,0
4537,0
10759,0
24196,1
2488,0
22061,0
6856,1
24375,1
12425,0
6253,1
2503,0
16346,1
18241,1
19348,1
21345,0
19475,1
8349,1
16091,1
10613,0
1387,0
5587,1
24234,1
18097,1
2596,0
12351,0
7716,1
5333,1
12297,0
22588,0
7896,1
12437,0
14581,1
15974,1
15062,1
19968,1
16802,1
2451,0
24822,1
23627,1
6783,1
6028,1
17752,1
18324,1
11701,0
2846,0
4069,0
12360,0
18013,1
11096,0
23893,1
15034,1
16126,1
2426,0
14097,0
13523,0
19795,1
8048,1
19931,1
714,0
24252,1
5987,1
24068,1
19509,1
16282,1
275,0
9508,1
23203,1
17844,1
7357,1
21223,0
12641,0
17115,1
21109,0
563,0
15530,1
3019,0
8032,1
23371,1
21334,0
2597,0
19461,1
24216,1
13450,0
21323,0
14014,0
6626,1
877,0
9558,1
24346,1
17274,1
630,0
14718,1
4490,0
15392,1
7240,1
25084,1
12692,0
1448,0
21119,0
11603,0
11669,0
7618,1
14788,1
739,0
2611,0
21295,0
24960,1
3175,0
9047,1
1346,0
22115,0
5521,1
12414,0
6221,1
16890,1
759,0
13161,0
13811,0
22137,0
23914,1
5658,1
433,0
12468,0
21148,0
19524,1
19159,1
9501,1
2203,0
21524,0
11742,0
8392,1
17651,1
1353,0
12396,0
24562,1
10795,0
8038,1
3448,0
8366,1
7281,1
12599,0
17797,1
23316,1
6730,1
7718,1
18502,1
23235,1
9581,1
16193,1
19301,1
6404,1
3839,0
16027,1
24844,1
3697,0
22380,0
3363,0
12620,0
3156,0
3871,0
3617,0
12167,0
11552,0
13430,0
10273,0
7552,1
15272,1
19875,1
24675,1
19953,1
10747,0
7619,1
977,0
17183,1
24135,1
16368,1
6217,1
13293,0
4735,0
233,0
13254,0
23319,1
8959,1
4617,0
25047,1
10581,0
2566,0
60,0
678,0
24805,1
18689,1
417,0
2895,0
7296,1
24691,1
5954,1
20551,1
22176,0
13296,0
3387,0
522,0
22003,0
7916,1
17085,1
7401,1
13428,0
8666,1
22519,0
9172,1
10385,0
3149,0
14940,1
23933,1
16289,1
9339,1
14905,1
14793,1
16989,1
7983,1
54,0
14661,1
11554,0
6686,1
2578,0
23252,1
10201,0
4009,0
15171,1
3538,0
2126,0
24478,1
15276,1
14846,1
11404,0
23325,1
4847,0
4565,0
24553,1
24512,1
12114,0
12528,0
15216,1
24864,1
10927,0
5865,1
10137,0
15166,1
17232,1
12328,0
13683,0
7922,1
6737,1
10543,0
6249,1
18596,1
16795,1
17297,1
17982,1
10245,0
18204,1
9304,1
17966,1
4810,0
15959,1
24777,1
23148,1
24343,1
21200,0
12444,0
17874,1
24941,1
13974,0
10890,0
14967,1
22738,0
14493,1
6861,1
17860,1
1391,0
17078,1
18465,1
6623,1
17907,1
1389,0
161,0
20040,1
21725,0
6822,1
255,0
9955,0
10308,0
2890,0
9580,1
3853,0
16205,1
265,0
4716,0
10316,0
24256,1
24002,1
67,0
21878,0
19846,1
24314,1
9363,1
14524,1
13391,0
24615,1
9566,1
17749,1
10320,0
19381,1
12493,0
9376,1
4410,0
24514,1
24927,1
17811,1
14063,0
8316,1
22140,0
9364,1
12666,0
13684,0
7329,1
7855,1
1995,0
21986,0
2637,0
7792,1
23456,1
506,0
22497,0
12224,0
11585,0
20492,1
21466,0
14893,1
21232,0
11159,0
8887,1
10020,0
18625,1
13989,0
7740,1
16924,1
17417,1
1370,0
23231,1
8665,1
21711,0
21830,0
19296,1
23637,1
21814,0
13148,0
21279,0
16318,1
18432,1
18552,1
10821,0
7301,1
2841,0
22394,0
10789,0
5487,1
7600,1
3339,0
9440,1
15316,1
3612,0
22730,0
15069,1
6365,1
7343,1
18369,1
8874,1
3120,0
749,0
23407,1
17162,1
342,0
10828,0
1553,0
266,0
19805,1
3100,0
18198,1
17699,1
1279,0
21245,0
21839,0
18495,1
17190,1
22401,0
13156,0
428,0
4387,0
14864,1
5967,1
1021,0
23389,1
5608,1
6104,1
8710,1
20589,1
10674,0
12645,0
13516,0
23632,1
6389,1
16943,1
12323,0
1569,0
2096,0
12686,0
7918,1
3539,0
1424,0
8979,1
8098,1
8323,1
9176,1
16053,1
10217,0
4424,0
19810,1
14123,0
11140,0
9379,1
25050,1
15277,1
11105,0
14758,1
23611,1
3375,0
2225,0
24336,1
8405,1
8971,1
594,0
10289,0
472,0
24986,1
19990,1
7817,1
8648,1
4124,0
9028,1
22521,0
6635,1
6475,1
15500,1
21784,0
6035,1
9931,0
20412,1
5473,1
5648,1
22073,0
2240,0
14921,1
23431,1
13373,0
6083,1
1599,0
4615,0
11556,0
8713,1
1620,0
24228,1
10959,0
3119,0
18697,1
14986,1
24892,1
12479,0
21300,0
3608,0
24139,1
22398,0
18727,1
2083,0
2679,0
24731,1
611,0
7466,1
21363,0
23213,1
12526,0
16817,1
21791,0
11183,0
24229,1
16905,1
19299,1
13460,0
17129,1
19442,1
23962,1
17991,1
3423,0
8345,1
1252,0
11663,0
18075,1
1946,0
7858,1
20580,1
4786,0
13462,0
17224,1
22032,0
17923,1
3388,0
1493,0
10001,0
12391,0
11690,0
18744,1
17945,1
13842,0
17892,1
20465,1
858,0
9413,1
22431,0
15396,1
4850,0
10036,0
2018,0
10179,0
6303,1
18043,1
24438,1
12549,0
24613,1
2444,0
17738,1
22678,0
5617,1
6284,1
24497,1
7331,1
2850,0
15479,1
19508,1
24186,1
8279,1
10049,0
13245,0
9448,1
12473,0
18640,1
5479,1
14103,0
1649,0
23597,1
7558,1
17955,1
13722,0
24544,1
7925,1
17427,1
16835,1
14948,1
4699,0
14672,1
23951,1
14008,0
10155,0
11001,0
18511,1
22057,0
24737,1
4792,0
13739,0
277,0
3689,0
1435,0
12290,0
14734,1
23905,1
21485,0
18360,1
20535,1
16866,1
9513,1
19362,1
10065,0
13436,0
21252,0
16129,1
21220,0
17905,1
15202,1
5445,1
15078,1
8935,1
13795,0
8541,1
4491,0
23435,1
24689,1
7264,1
23381,1
22707,0
1671,0
18678,1
18316,1
7173,1
20514,1
23969,1
10151,0
11734,0
6030,1
14006,0
17073,1
8122,1
4454,0
6600,1
3429,0
17359,1
9454,1
10066,0
5376,1
903,0
8544,1
18723,1
15900,1
19561,1
5374,1
3936,0
15404,1
10812,0
13994,0
23926,1
19826,1
3679,0
16136,1
19270,1
16083,1
17764,1
21982,0
18370,1
8609,1
15451,1
19245,1
1618,0
10251,0
46,0
4544,0
5912,1
17096,1
3040,0
5955,1
23622,1
7431,1
7724,1
8547,1
6690,1
19157,1
1451,0
21810,0
23541,1
7368,1
2525,0
19470,1
12643,0
23412,1
2146,0
17868,1
13291,0
8962,1
763,0
23910,1
488,0
18601,1
5531,1
22071,0
24680,1
24708,1
11170,0
16941,1
21155,0
16181,1
23132,1
4700,0
21316,0
9981,0
16235,1
19239,1
9182,1
4412,0
20452,1
21408,0
16977,1
17432,1
22054,0
11721,0
24039,1
15192,1
13252,0
23221,1
1312,0
1414,0
17813,1
5997,1
10548,0
1636,0
3961,0
6825,1
6816,1
3410,0
8556,1
11672,0
16340,1
19318,1
22465,0
13880,0
6228,1
17027,1
5808,1
18710,1
7928,1
3633,0
23950,1
4407,0
9887,0
1657,0
17075,1
465,0
12267,0
14831,1
10793,0
1253,0
8786,1
11429,0
10544,0
24264,1
16266,1
12446,0
18368,1
15330,1
24949,1
3893,0
6352,1
11450,0
14591,1
16847,1
3500,0
11707,0
14951,1
10880,0
9250,1
10134,0
5631,1
17448,1
14105,0
8793,1
17784,1
2471,0
9136,1
427,0
8791,1
660,0
7838,1
163,0
2212,0
13398,0
14859,1
12377,0
628,0
23443,1
10232,0
24027,1
7142,1
24295,1
8637,1
19969,1
18430,1
9424,1
10620,0
7976,1
19864,1
12248,0
7564,1
16990,1
5334,1
6065,1
3543,0
19536,1
18117,1
21427,0
17863,1
14624,1
189,0
10154,0
24558,1
8506,1
19823,1
20013,1
19415,1
19926,1
2429,0
2057,0
3989,0
17483,1
2538,0
18579,1
20550,1
23515,1
8286,1
24063,1
12187,0
6689,1
3532,0
24351,1
17796,1
1660,0
15403,1
24058,1
3700,0
22183,0
22700,0
11694,0
9853,0
3015,0
22144,0
15935,1
19751,1
294,0
2269,0
23944,1
18797,1
21440,0
13375,0
17848,1
21470,0
11418,0
23169,1
23523,1
2092,0
18255,1
13287,0
3534,0
14810,1
10262,0
13419,0
21828,0
14975,1
24218,1
24024,1
19820,1
10854,0
499,0
1495,0
2558,0
17366,1
7769,1
6733,1
24821,1
21127,0
5377,1
24924,1
15010,1
20593,1
7910,1
24172,1
13386,0
21748,0
8398,1
9930,0
1446,0
10599,0
22505,0
21525,0
12616,0
5367,1
12684,0
20476,1
298,0
6224,1
24922,1
1568,0
5982,1
6283,1
12471,0
1304,0
23520,1
21210,0
16808,1
5474,1
17628,1
24633,1
22034,0
5337,1
10833,0
551,0
10019,0
16828,1
2674,0
80,0
5433,1
23620,1
23331,1
24894,1
10680,0
16089,1
15253,1
10816,0
22053,0
10004,0
18563,1
16008,1
14798,1
16807,1
24763,1
210,0
8571,1
21194,0
11403,0
8733,1
419,0
11430,0
18252,1
4382,0
7875,1
9140,1
13713,0
21401,0
487,0
10781,0
13171,0
3856,0
21930,0
3903,0
10235,0
12584,0
5417,1
10258,0
2184,0
8672,1
7467,1
16381,1
12658,0
572,0
19902,1
5646,1
8521,1
6395,1
7868,1
24208,1
723,0
8888,1
8628,1
23420,1
24906,1
6482,1
14023,0
19852,1
10611,0
19767,1
23423,1
7803,1
11070,0
18060,1
951,0
7045,1
20030,1
3851,0
18545,1
9335,1
8222,1
9141,1
8339,1
24457,1
10568,0
13692,0
881,0
24862,1
9365,1
1379,0
17424,1
22513,0
18328,1
5989,1
23418,1
14978,1
20513,1
7430,1
12193,0
934,0
1612,0
18708,1
17942,1
8499,1
21886,0
14803,1
19571,1
174,0
10953,0
7972,1
19151,1
23174,1
15308,1
23384,1
11030,0
18337,1
10086,0
8542,1
6116,1
9306,1
991,0
9964,0
14799,1
3178,0
14938,1
1282,0
794,0
16124,1
11121,0
8254,1
11528,0
17839,1
19790,1
24504,1
10028,0
14056,0
13259,0
9544,1
10386,0
5384,1
19199,1
20428,1
13949,0
9011,1
10660,0
19714,1
17360,1
23266,1
8570,1
7726,1
20466,1
21375,0
19454,1
13221,0
17207,1
14537,1
21115,0
7771,1
13955,0
400,0
23970,1
18046,1
24335,1
21134,0
5899,1
15556,1
14841,1
19956,1
13844,0
12574,0
3942,0
14566,1
10346,0
6452,1
7637,1
19189,1
9160,1
4419,0
670,0
24793,1
17963,1
13242,0
10813,0
18246,1
887,0
6277,1
11580,0
11646,0
20598,1
13560,0
22706,0
11018,0
3023,0
5803,1
19196,1
20561,1
18422,1
17090,1
24150,1
7187,1
21726,0
14736,1
21798,0
16080,1
13792,0
348,0
3197,0
168,0
17692,1
4540,0
17112,1
4513,0
8402,1
6703,1
15346,1
1303,0
18377,1
25006,1
9565,1
14500,1
9532,1
17482,1
16389,1
17854,1
4117,0
23129,1
431,0
7778,1
25036,1
18367,1
16366,1
24490,1
922,0
8327,1
21438,0
15050,1
6403,1
19840,1
1322,0
11063,0
8081,1
13714,0
11523,0
8700,1
13874,0
11581,0
17790,1
9479,1
13687,0
24258,1
3037,0
24766,1
5565,1
22691,0
24789,1
13703,0
9583,1
20028,1
18317,1
21412,0
18051,1
22065,0
5412,1
5844,1
10315,0
6367,1
1031,0
23561,1
5563,1
3833,0
3902,0
3485,0
12283,0
3171,0
25024,1
13906,0
2259,0
9018,1
3384,0
6499,1
10186,0
5447,1
24913,1
8350,1
14795,1
9963,0
1350,0
17456,1
471,0
6126,1
21778,0
216,0
7468,1
8123,1
2224,0
22130,0
9956,0
7625,1
12135,0
10817,0
3908,0
2694,0
23150,1
23193,1
267,0
24966,1
16161,1
8115,1
8682,1
10631,0
8745,1
4068,0
9401,1
3927,0
11741,0
11752,0
596,0
3006,0
19313,1
2930,0
19822,1
24520,1
11693,0
4073,0
24313,1
3583,0
22614,0
17147,1
21311,0
22120,0
11092,0
20608,1
8263,1
24696,1
21242,0
2555,0
9945,0
5821,1
15275,1
6005,1
9361,1
16041,1
9940,0
24277,1
2205,0
3854,0
2008,0
21902,0
7924,1
19225,1
923,0
178,0
24713,1
17694,1
18262,1
5860,1
24947,1
22591,0
1354,0
15169,1
5870,1
14601,1
7748,1
6059,1
753,0
7069,1
20461,1
19974,1
22068,0
9466,1
18550,1
952,0
18660,1
3843,0
19963,1
5935,1
4089,0
4640,0
12366,0
3662,0
2206,0
11462,0
23526,1
20026,1
24934,1
13546,0
14096,0
1487,0
18419,1
9908,0
16066,1
6765,1
9377,1
23208,1
14629,1
19519,1
7842,1
12329,0
23135,1
2062,0
22565,0
2574,0
8208,1
22415,0
18755,1
23152,1
12299,0
14090,0
6320,1
24306,1
11017,0
11438,0
6763,1
17341,1
19527,1
8728,1
12121,0
15189,1
568,0
8660,1
5444,1
16201,1
17258,1
7041,1
15245,1
10112,0
14853,1
24599,1
8568,1
19355,1
2624,0
24545,1
16293,1
21763,0
21182,0
1275,0
5481,1
10716,0
15291,1
3555,0
13781,0
24861,1
17740,1
1644,0
9563,1
2265,0
4088,0
13239,0
9037,1
23322,1
8952,1
13856,0
3148,0
17163,1
12196,0
14700,1
13557,0
6142,1
24918,1
12183,0
4059,0
24485,1
7309,1
11040,0
14663,1
19392,1
4514,0
6443,1
6043,1
4103,0
5332,1
9431,1
23131,1
7807,1
